식당(ID),식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,음식점소개내용,식당상태
566006,로또막걸리,전라북도 전주시 완산구 거마산로 20,전라북도 전주시 완산구 삼천동1가 623-9,35.797639,127.1233668,063-226-5008,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""로또막걸리""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
566134,서울양꼬치,전라북도 전주시 완산구 후곡길 29,전라북도 전주시 완산구 효자동2가 1307-3,35.811195,127.09514,063-221-8883,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""서울양꼬치""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
566160,힐링포차,전라북도 전주시 완산구 삼천천변2길 43,전라북도 전주시 완산구 삼천동1가 287-24,35.7974559,127.1145808,,정종/대포집/소주방,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""힐링포차""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
564231,라떼이즈,전라북도 전주시 완산구 문학대4길 32-1 트라움빌1층,전라북도 전주시 완산구 효자동3가 1617-1,35.8265785,127.1055726,070-7693-0015,커피숍,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""라떼이즈""를 추천합니다. 다국어 메뉴판이 있는 매장입니다.",운영중
579848,55닭갈비,전라북도 전주시 완산구 모악로 4669,전라북도 전주시 완산구 평화동2가 325-14,35.7865409,127.1294339,063-236-7773,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""5.5닭갈비(평화점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
579908,풍년제과 효자롯대점,,전라북도 전주시 완산구 효자동1가 415-33,35.8069659,127.113447,,베이커리,,"""풍년제과 효자롯대점""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",운영중
579946,세미,전라북도 전주시 완산구 마전로 11,전라북도 전주시 완산구 효자동3가 1645-5,35.8220683,127.1040259,063-221-9902,기타,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""세미""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
583067,베이크팡 서부신시가지점,,전라북도 전주시 완산구 효자동2가 1171,35.8141875,127.108357,063-221-8906,커피숍,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""베이크팡(서부신시가지점)""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
583412,장가계손짜장,전라북도 전주시 완산구 우림로 1033,전라북도 전주시 완산구 삼천동2가 458-5,35.7797175,127.1045957,063-223-1277,중국식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""장가계손짜장""을 추천합니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
583863,천일베이커리,전라북도 전주시 완산구 팔달로 140,전라북도 전주시 완산구 전동 54-3,35.814986,127.1484142,063-287-3001,제과점영업,제과점영업,"전라북도 전주시에서 식당을 찾으신다면? ""천일베이커리""를 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
584571,60계 치킨 전주송천점,전라북도 전주시 덕진구 오송1길 37-7 104호,전라북도 전주시 덕진구 송천동1가 98-1,35.8634095,127.1307518,063-275-6092,정종/대포집/소주방,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""60계 치킨(전주송천점)""에 가보시는 건 어떨까요? 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
585238,지코바치킨 효자1호점,전라북도 전주시 완산구 홍산1길 21 1층,전라북도 전주시 완산구 효자동2가 1157-1,35.8142136,127.1069741,063-223-9293,호프/통닭,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""지코바치킨(전주효자1호점)""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판이 있는 매장입니다.",운영중
585261,야미,전라북도 전주시 덕진구 권삼득로 333,전라북도 전주시 덕진구 덕진동1가 664-6,35.8449363,127.1258928,063-277-6678,정종/대포집/소주방,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""야미""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 키오스크, 다국어 메뉴판이 있는 매장입니다.",운영중
585808,꿀닭 전주서곡점,전라북도 전주시 완산구 서곡로 34,전라북도 전주시 완산구 효자동3가 1483-1,35.8324001,127.0994077,063-276-0082,치킨,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""꿀닭 전주서곡점""을 추천합니다!",운영중
582698,새우락,전라북도 전주시 덕진구 솔내로 131,전라북도 전주시 덕진구 송천동1가 116,35.8615955,127.1263956,063-278-1155,분식,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""새우락""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
585867,신덕일관,전라북도 전주시 덕진구 권삼득로 321-1,전라북도 전주시 덕진구 덕진동1가 664-38,35.8442059,127.1267043,063-272-1429,중국식,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""신덕일관""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
586240,스시요헤이,전라북도 전주시 완산구 우전로 299,전라북도 전주시 완산구 효자동3가 1667-6,35.8214098,127.1016506,063-221-9500,일식,일반음식점,"""스시요헤이""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
586399,이디야커피 전북대구정문점,전라북도 전주시 덕진구 권삼득로 313,전라북도 전주시 덕진구 금암동 664-39,35.843715,127.127741,063-251-5769,카페,,"전라북도 전주시에서 맛집을 찾으신다면 ""이디야커피 전북대구정문점""을 추천합니다.",운영중
586532,러블리케이크,전라북도 전주시 덕진구 오송1길 37-13,전라북도 전주시 덕진구 송천동1가 97-6,35.864039,127.1304654,,베이커리,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""러블리케이크""를 추천합니다!",운영중
864975,청학동 들깨요리전문점,전라북도 전주시 완산구 백제대로 231,전라북도 전주시 완산구 중화산동2가 646-2 흙뿌리 진안홍삼,35.8136639,127.1225795,063-226-9114,한식,,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""청학동 들깨요리전문점""을 추천합니다!",운영중
586998,이파네마소녀,전라북도 전주시 완산구 용호로 128,전라북도 전주시 완산구 효자동3가 1719-4,35.8146888,127.0972271,,커피숍,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""이파네마소녀""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
587664,본죽&비빔밥 전주하가점,전라북도 전주시 덕진구 가련산로 6 예담빌딩,전라북도 전주시 덕진구 덕진동2가 695-4,35.840525,127.1102421,063-251-6233,죽,,"전라북도 전주시에서 맛집을 찾으신다면 ""본죽&비빔밥 전주하가점""을 추천합니다.",운영중
587782,마왕족발 전주효자점,전라북도 전주시 완산구 홍산1길 7,전라북도 전주시 완산구 효자동2가 1157-4,35.8141875,127.108357,063-247-9282,한식,일반음식점,"전라북도 전주시에 가신다면 ""마왕족발(주효자점)""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
586213,MKCOFFEE,전라북도 전주시 완산구 서원로 285-1,전라북도 전주시 완산구 중화산동2가 117-1,35.8123494,127.1259532,063-227-7766,커피숍,휴게음식점,"""엠케이커피""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
582416,블랙라운지,전라북도 전주시 완산구 홍산1길 10 4층 블랙라운지,전라북도 전주시 완산구 효자동2가 1156-8,35.8149082,127.1079786,,기타,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""블랙라운지""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
581827,충만치킨중화산점,전라북도 전주시 완산구 서원로 296,전라북도 전주시 완산구 중화산동2가 535-5,35.8115755,127.1266951,063-222-8232,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""충만치킨(중화산점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
581302,신전떡볶이 서신점,전라북도 전주시 완산구 유연로 290,전라북도 전주시 완산구 중화산동2가 744-6 기쁜우리건물,35.8251159,127.1171733,063-224-1161,기타 휴게음식점,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""신전떡볶이(서신점)""를 추천합니다. 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
580065,한벽집,전라북도 전주시 완산구 전주천동로 4,전라북도 전주시 완산구 교동 2-9,35.811946,127.1599758,063-284-2736,한식,일반음식점,"2019년 09월 27일 TV조선 식객허영만의백반기행 18회, 2016년 04월 27일 KBS2 2TV생생정보 77회, 2012년 01월 25일 MBC 공감특별한세상 341회 등 많은 방송에 등장한 바로 그 곳! 전라북도 전주시에 가시면 소문난 맛집 ""한벽집""을 방문해보세요! 50년 이상의 전통을 자랑합니다. 레드테이블에서 온라인 예약이 가능합니다! 반려동물 입장이 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
580069,풍년제과전동점,전라북도 전주시 완산구 팔달로 136,전라북도 전주시 완산구 전동 61-8,35.8146732,127.1484973,063-285-6668,전통찻집,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""풍년제과(전동점)""를 추천합니다. 다국어 메뉴판이 있는 매장입니다.",운영중
580073,예담찻집,전라북도 전주시 완산구 태조로 43,전라북도 전주시 완산구 교동 277,35.8139945,127.1501764,063-287-8737,커피숍,휴게음식점,"전라북도 전주시에 가신다면 ""예담찻집""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580087,다우랑,전라북도 전주시 완산구 태조로 33,전라북도 전주시 완산구 교동 269-2,35.8142097,127.150992,063-285-5000,기타 휴게음식점,휴게음식점,"2021년 04월 30일 KBS2 2TV생생정보 1303회, 2021년 04월 02일 MBC 나혼자산다 390회, 2019년 04월 02일 SBS 생방송투데이 2299회, 2015년 02월 27일 KBS2 VJ특공대 752회, 2014년 07월 17일 MBC 그린실버고향이좋다 279회, 2014년 03월 28일 KBS2 생생정보통 840회 등 여러 방송에서 다룬 바로 그 곳! 전라북도 전주시 인기 맛집 ""다우랑""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580088,수제전주초코파이 한옥마을본점,전라북도 전주시 완산구 태조로 35,전라북도 전주시 완산구 교동 271-5,35.8141277,127.1507905,063-288-2899,전통찻집,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""수제전주초코파이(한옥마을본점)""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
580099,나들벌,전라북도 전주시 완산구 최명희길 30-3,전라북도 전주시 완산구 풍남동3가 79-1 나들벌,35.8159988,127.1512587,063-282-8191,한식,일반음식점,"""나들벌""은 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580135,외할머니 솜씨,전라북도 전주시 완산구 오목대길 81-8,전라북도 전주시 완산구 교동 97-1,35.812681,127.1520258,063-232-5804,전통찻집,휴게음식점,"전라북도 전주시에 가신다면 ""외할머니솜씨""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있으며, 베리어프리 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
580137,문꼬치 은행로점,전라북도 전주시 완산구 은행로 81,전라북도 전주시 완산구 교동 125-1,35.812672,127.1530302,,한식,일반음식점,"전라북도 전주시에 가신다면 ""문꼬치(은행로점)""에 방문해보세요~ 다국어 메뉴판이 있는 매장입니다.",운영중
580139,소복 전주한옥마을점,전라북도 전주시 완산구 은행로 72-1,전라북도 전주시 완산구 교동 81-5,35.8135086,127.1526453,063-232-7691,,일반음식점,"전라북도 전주시에 가신다면 ""소복(전주한옥마을점)""에 방문해보세요~ 레드테이블과 네이버에서 온라인 예약이 가능합니다! 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
580153,빈스인가배몽,전라북도 전주시 완산구 은행로 68-10,전라북도 전주시 완산구 교동 80-11,35.8139314,127.1521285,063-231-9793,커피숍,휴게음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""빈스인가배몽""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580155,교동다원,전라북도 전주시 완산구 은행로 65-5 교동다원,전라북도 전주시 완산구 교동 64-7,35.814211,127.1529945,063-282-7133,전통찻집,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""교동다원""을 방문해보세요! 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
580160,미애담,전라북도 전주시 완산구 은행로 51-1,전라북도 전주시 완산구 풍남동3가 56-3,35.815457,127.1525859,063-232-6061,,일반음식점,"전라북도 전주시에 방문하신다면, ""애담찹쌀떡""에 가보시는 것은 어떨까요? 2014년 07월 17일 MBC 그린실버고향이좋다 279회에 방영되었을 만큼 소문난 매장이랍니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580167,현대옥 한옥마을점,전라북도 전주시 완산구 오목대길 66,전라북도 전주시 완산구 교동 92-12,35.813105,127.1525932,063-285-8989,기타,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면, ""현대옥(한옥마을점)""을 꼭 방문해보세요. 2015년 09월 26일 MBC 찾아라맛있는TV 688회에 방영된 유명 매장이랍니다! 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
580997,아그배,전라북도 전주시 완산구 어진길 59,전라북도 전주시 완산구 풍남동3가 84-4,35.8173229,127.1514342,063-285-2853,전통찻집,휴게음식점,"""아그배""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
581006,신뱅이,전라북도 전주시 완산구 경기전길 153-9,전라북도 전주시 덕진구 금암동 711-11,35.8126119,127.1518364,063-282-3030,한식,일반음식점,"전라북도 전주시에 가신다면 ""신뱅이""에 방문해보세요~ 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 레드테이블에서 온라인 예약이 가능합니다! 반려동물 입장이 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
581008,한옥김밥,전라북도 전주시 완산구 경기전길 127,전라북도 전주시 완산구 교동 77-1,35.8137303,127.1513281,02-132-9732,일반조리판매,휴게음식점,"전라북도 전주시에 가신다면 ""한옥김밥""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
581228,맘엔타르트본점,전라북도 전주시 완산구 전동성당길 100,전라북도 전주시 완산구 전동 63,35.8145437,127.1488088,063-224-9582,베이커리,,"전라북도 전주시에서 맛집을 찾으신다면 ""맘엔타르트본점""을 추천합니다.",운영중
718304,새참김밥,전라북도 전주시 완산구 서곡로 76,전라북도 전주시 완산구 효자동3가 1436-2,35.8354213,127.1016956,063-273-4005,분식,일반음식점,"전라북도 전주시에 가신다면 ""새참김밥""에 방문해보세요~ 레드테이블에서 온라인 예약이 가능합니다! 다국어 메뉴판이 있는 매장입니다.",운영중
511647,카페 블루,전라북도 전주시 완산구 태진로 58-8,전라북도 전주시 완산구 태평동 255-12,35.825964,127.1370946,063-277-5358,기타 휴게음식점,휴게음식점,"""카페 블루""는 전라북도 전주시에 있습니다. 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 다국어 메뉴판, 무선 인터넷이 있는 매장입니다.",운영중
718315,데일리매일리,전라북도 전주시 덕진구 천마산로 32 1층 DailyMaily,전라북도 전주시 덕진구 송천동1가 107-44,35.8635106,127.125057,,커피숍,휴게음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""데일리매일리""에 가보시는 건 어떨까요? 레드테이블에서 온라인 예약이 가능합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 다국어 메뉴판, 그리고 무선 인터넷이 있는 매장입니다.",운영중
719029,유쿄니,전라북도 전주시 완산구 전주객사3길 57,전라북도 전주시 완산구 고사동 344-3,35.8197061,127.1416248,063-285-0908,기타,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""독립유쿄니(객사점)""를 추천합니다! 레드테이블에서 온라인 예약이 가능합니다! 배달 가능한 매장입니다. 다국어 메뉴판이 있는 매장입니다.",운영중
863359,오점오 닭갈비 전문점,전라북도 전주시 완산구 유연로 265,전라북도 전주시 완산구 중화산동2가 632,35.8255523,127.1145039,063-255-5554,닭갈비,,"전라북도 전주시에 가신다면 ""오점오 닭갈비 전문점""에 방문해보세요~",운영중
863361,스시앤후라이,전라북도 전주시 덕진구 정언신로 153(2층 우아동2가),전라북도 전주시 덕진구 인후동1가 888-9,35.8310556,127.1704293,063-245-1104,,,"""스시앤후라이""는 전라북도 전주시에 있습니다.",운영중
864822,bbq치킨 아중점,전라북도 전주시 덕진구 한배미로 16 엘림교회,전라북도 전주시 덕진구 인후동1가 938-2 엘림교회,35.8248657,127.166655,050-4314-2176,,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""bbq치킨 아중점""을 추천합니다!",운영중
863363,서양주택 객사점,전라북도 전주시 완산구 전주객사2길 40,전라북도 전주시 덕진구 인후동1가 894-1,35.8186368,127.1405967,063-906-9993,카페,,"""서양주택 객사점""은 전라북도 전주시에 있습니다.",운영중
863364,충만치킨 본병원점,전라북도 전주시 완산구 서신로 9,전라북도 전주시 덕진구 인후동1가 919-2,35.826125,127.1155891,063-255-6688,,,"전라북도 전주시에 가신다면 ""충만치킨 본병원점""에 방문해보세요~",운영중
863365,임실치즈피자(지정환)아중점,전라북도 전주시 덕진구 동가재미2길 63,전라북도 전주시 완산구 중화산동2가 615-10,35.8349895,127.1670986,063-244-4007,피자,,"전라북도 전주시에서 식당을 찾으신다면? ""임실치즈피자(지정환)아중점""를 방문해보세요!",운영중
864821,금관고속터미널점,"전라북도 전주시 덕진구 가리내로 70(금암동, 전주고속버스터미널 1층)",전라북도 전주시 덕진구 금암동 767-2 전주고속버스터미널,35.8344949,127.1292818,063-278-4466,한식,,"전라북도 전주시에 가신다면 ""금관고속터미널점""에 방문해보세요~",운영중
863358,막내밥상,전라북도 전주시 덕진구 벚꽃3길 11,전라북도 전주시 완산구 중화산동2가 634-7,35.8285624,127.1336681,063-275-8142,한식,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""막내밥상""에 가보시는 건 어떨까요?",운영중
864817,지금여기카페샵,전라북도 전주시 덕진구 한배미로 38,전라북도 전주시 덕진구 인후동1가 952-5,35.8241471,127.1691303,,카페,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""지금여기카페샵""을 추천합니다!",운영중
863370,바르다 김선생 서신점,전라북도 전주시 완산구 서신로 6,전라북도 전주시 덕진구 인후동1가 930-20,35.8258744,127.1159857,063-274-7139,분식,,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""바르다 김선생 서신점""을 추천합니다!",운영중
863371,어락,전라북도 전주시 덕진구 건산로 272,전라북도 전주시 덕진구 인후동1가 936-13,35.8352711,127.1667024,063-242-9492,,,"""어락""은 전라북도 전주시에 있습니다.",운영중
863372,다사랑치킨피자 아중점,전라북도 전주시 덕진구 건산로 270,전라북도 전주시 덕진구 송천동1가 835-1,35.8352453,127.1664832,063-247-2555,피자,,"""다사랑치킨피자 아중점""은 전라북도 전주시에 있습니다.",운영중
863373,김밥천국 서신중앙점,전라북도 전주시 완산구 서신로 4,전라북도 전주시 덕진구 송천동1가 801-10,35.825711,127.1160414,063-255-2177,김밥,,"전라북도 전주시에서 식당을 찾으신다면? ""김밥천국 서신중앙점""을 방문해보세요!",운영중
863375,짜장일번지,전라북도 전주시 완산구 전룡로 40,전라북도 전주시 덕진구 송천동2가 529-7,35.8264273,127.1172967,063-251-8009,,,"전라북도 전주시에 가신다면 ""짜장일번지""에 방문해보세요~",운영중
863380,그 유명한 전복궁,전라북도 전주시 완산구 서신천변8길 11-5,전라북도 전주시 덕진구 송천동2가 492-32,35.8289274,127.1153094,063-252-9995,전복요리,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""그 유명한 전복궁""을 추천합니다!",운영중
863381,김재철 전주참치,전라북도 전주시 완산구 서신천변12길 12,전라북도 전주시 덕진구 송천동1가 810-3,35.8300245,127.1153238,063-251-4680,생선회,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""김재철 전주참치""를 추천합니다!",운영중
863369,카페847,전라북도 전주시 덕진구 건산로 274,전라북도 전주시 완산구 중화산동2가 615-14,35.835369,127.1669327,050-7143-8090,카페,,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""카페847""을 추천합니다!",운영중
864811,카페 파스쿠찌,전라북도 전주시 완산구 효자로 290,전라북도 전주시 완산구 중화산동2가 770-1,35.8188999,127.1171835,,카페,,"전라북도 전주시에 가신다면 ""카페 파스쿠찌""에 방문해보세요~",운영중
863354,고기오,전라북도 전주시 덕진구 아중로 208,전라북도 전주시 완산구 효자동2가 1155-10,35.827852,127.1720448,063-241-5259,닭요리,,"전라북도 전주시에서 맛집을 찾으신다면 ""고기오""를 추천합니다.",운영중
863347,피자상회아중점,전라북도 전주시 덕진구 석소로 12,전라북도 전주시 완산구 효자동3가 1534-4,35.8286575,127.1698573,070-7543-8360,피자,,"전라북도 전주시에 가신다면 ""피자상회아중점""에 방문해보세요~",운영중
863262,전풍손칼국수,전라북도 전주시 완산구 고사평4길 12-6,전라북도 전주시 완산구 효자동3가 1169-10,35.8350579,127.1105572,063-285-5200,칼국수,,"""전풍손칼국수""는 전라북도 전주시에 있습니다.",운영중
863275,커피홀릭,전라북도 전주시 완산구 새터로 32,전라북도 전주시 덕진구 송천동1가 382-1,35.835827,127.1100698,063-278-3766,카페,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""커피홀릭""을 추천합니다!",운영중
863278,60계치킨,전라북도 전주시 완산구 새터로 39,전라북도 전주시 덕진구 송천동1가 326-2,35.8358145,127.1109211,063-271-6082,,,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""60계치킨""을 추천합니다!",운영중
863280,민성민물장어,전라북도 전주시 완산구 새터로 39-1,전라북도 전주시 덕진구 송천동1가 417-11,35.8357864,127.1110609,063-251-0592,,,"""민성민물장어""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",운영중
863281,한스커피,전라북도 전주시 완산구 새터로 6,전라북도 전주시 덕진구 송천동1가 473-6,35.8367018,127.1075875,,카페,,"전라북도 전주시에서 어디를 갈지 고민이라면! ""한스커피""에 가보시는 건 어떨까요?",운영중
863282,족발타령,전라북도 전주시 완산구 고사평4길 12-4,전라북도 전주시 덕진구 송천동1가 880,35.8351886,127.1105513,063-253-1555,,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""족발타령""을 추천합니다!",운영중
863305,감탄떡볶이 평화점,"전라북도 전주시 완산구 모악로 4688(평화동2가,상가 102호)",전라북도 전주시 덕진구 인후동1가 755-12,35.787804,127.1307179,063-221-7828,떡볶이,,"전라북도 전주시에서 맛집을 찾으신다면 ""감탄떡볶이 평화점""을 추천합니다.",운영중
863352,전주갈비맛집이버시숯불돼지갈비무한리필,전라북도 전주시 덕진구 아중로 204,전라북도 전주시 완산구 효자동3가 1539-6,35.8277525,127.1716894,063-245-3492,,,"전라북도 전주시에 가신다면 ""전주갈비맛집이버시숯불돼지갈비무한리필""에 방문해보세요~",운영중
863308,깨순이김밥평화동코오롱점,전라북도 전주시 완산구 평화14길 30-17(평화동1가),전라북도 전주시 덕진구 인후동1가 838-7,35.7939158,127.1331864,063-229-5330,김밥,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""깨순이김밥평화동코오롱점""을 추천합니다!",운영중
863310,웅이네순대,전라북도 전주시 완산구 평화14길 30-11(평화동1가),전라북도 전주시 덕진구 인후동1가 867-1,35.7934571,127.133142,063-237-3004,순대,,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""웅이네순대""를 추천합니다!",운영중
863311,뽀빠이상추튀김,전라북도 전주시 완산구 평화18길 23-8(평화동1가),전라북도 전주시 완산구 중화산동2가 779-1,35.7943802,127.1336388,063-223-0042,분식,,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""뽀빠이상추튀김""을 추천합니다!",운영중
864828,마카롱부띠끄,전라북도 전주시 완산구 중화산로 64,전라북도 전주시 완산구 중화산동2가 616-14,35.8158414,127.1184388,063-221-9494,,,"전라북도 전주시에서 식당을 찾으신다면? ""마카롱부띠끄""를 방문해보세요!",운영중
863335,이태리572,전라북도 전주시 완산구 전주객사1길 46-9,전라북도 전주시 완산구 다가동4가 89-5,35.8186412,127.1394986,063-286-9526,이탈리아음식,,"""이태리572""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",운영중
864825,후라이드참잘하는집,전라북도 전주시 완산구 중화산로 68,전라북도 전주시 완산구 중화산동2가 616,35.8162435,127.1184654,063-225-3633,,,"전라북도 전주시에서 맛집을 찾으신다면 ""후라이드참잘하는집""을 추천합니다.",운영중
864823,바푸리숯불김밥 전주고속터미널점,"전라북도 전주시 덕진구 가리내로 70(금암동, 고속터미널 1층일부)",전라북도 전주시 덕진구 금암동 767-2 전주고속버스터미널,35.8344949,127.1292818,063-272-0769,김밥,,"전라북도 전주시에 가신다면 ""바푸리숯불김밥 전주고속터미널점""에 방문해보세요~",운영중
